comp_1,comp_2,comp_3,label
<<<<<<< HEAD:entrainement_avec_affichage/script/X_proj_scaled_marqueurs.csv
-9.639786963600088,-1.6848963053740094,3.0689343709690644,a
-4.166328416723232,-0.8687390868725845,2.310334819102566,a
-4.343647528128572,-0.07127105486563783,0.9736005673430586,a
-9.397078370802067,3.906845833999726,3.011099627176484,a
-8.8266567450201,-0.8478624119903562,1.0597932333376818,a
-1.3319306255622476,0.5442611332127602,1.9866171038484344,a
-7.111403503991655,-2.0422346050145608,-0.032815109588011517,a
-5.632439724035713,0.3926383658294406,2.2310691885137808,a
-13.194434152589313,-1.789127813131021,1.046589708606028,a
-7.295702706836022,3.6873268906678685,3.023257076665872,a
-8.52646378526601,-0.8254486156841948,2.7880977520941714,a
-10.830005344692683,-0.2844473982832398,0.34391812403227284,a
-8.780665797853775,-1.38729154602159,0.3813557066183433,a
-10.16395336606824,0.32012741087963553,1.004498072755281,a
-8.836113087944877,-1.808931724521003,-0.17890972694489654,a
-7.0284141592922085,0.7719349862767702,1.763285756256126,a
-9.354930209145737,-1.7385305445705599,2.3835572777722223,a
-4.262618506213327,-0.5446924112484732,2.0812672964922747,a
-10.486624869213928,0.3922398819816176,0.09121942231768558,a
-3.676245540696519,2.861048975782447,2.991210745387544,a
-7.555968737362027,0.7449799734115292,2.641301930828093,a
-12.876294251258164,1.1439076297528799,-1.189479781210586,a
-3.6745687648679533,1.5110284498381616,3.201362627637492,a
-9.087500013912278,4.134827020975547,1.629763579469496,a
-10.629240320712158,-0.8587058259332072,-0.21007693881864223,a
-11.40941367084468,1.1013364831575327,-0.28913534741063074,a
-1.6738661938815353,2.3035659446607926,3.3928228268595344,a
-8.751672452123685,-1.3969907085790265,2.705351169667871,a
-9.723130246278105,3.1446518265635173,2.8224643058509384,a
-1.0106285289695731,0.8038750055403724,2.5807894422460183,a
-1.0950901012766583,0.2601801417852444,0.7403094796884413,a
-4.587699864668296,3.508194056951537,3.163285648172088,a
-6.493568219363769,2.100112689502307,0.2676103130892746,a
-8.568394264587267,0.2907669914499604,0.20892642839901607,a
-10.562916771969833,0.1754308384950008,0.2039837536132613,a
-10.748946774262542,-1.152038286940037,-0.07563249432818454,a
-0.7015647990537783,1.0537877732061038,1.9110820472195456,a
-0.6664933342987618,1.5956968555140052,2.543790003463149,a
