comp_1,comp_2,comp_3,comp_4,comp_5,label
-6.02363303883059,-6.102145272713895,-2.6221316000558357,2.859621983180545,-1.2229266677384387,a
-2.7459517982733366,-6.550534385594684,-2.7184179267780872,0.8628972262444237,0.23218560971522675,a
-5.707973051028305,-7.165505455597283,-1.042568938866137,2.1870222024245547,-1.1014915054807084,a
-6.019368513037232,-6.321254858180458,0.34699215379610565,2.458952033208468,-1.6534659791593234,a
-4.439195445037647,-5.155345110849376,-0.8834848139473553,0.3615732777610196,-1.8289218081144747,a
-2.9994719906478267,-5.837296402300706,-4.8130790222186075,-0.9760742004221948,-0.8059302754343708,a
-4.671748795325692,-3.79617641678611,-2.528066804553672,0.9997032466956075,-0.28646983720656155,a
-5.5718135311131265,-7.1024738336534385,-1.265510181547352,1.5735499883716437,-1.9849002511297182,a
-5.584141489666225,-5.675482838287426,-1.0858213437778954,0.4003714067600281,-0.35882841283234107,a
-6.894165292387292,-5.72880386571557,-0.6007129131231699,2.4107786796289505,-1.0955202181623762,a
-4.432000899544127,-4.9861343919949235,-0.5053002786427446,1.4886669019493572,-0.3775973242506153,a
-3.4968676743006553,-5.579059806214366,-2.2762295976908478,0.37833558173353193,1.0129176133997848,a
-5.571925445116418,-6.404261829616642,-1.4965659499071904,4.790560265591073,0.09437504285199956,a
-1.3074992756946462,-4.885353764348713,-2.434077964774718,1.437402222561718,-0.5791903418104307,a
-5.527053634017593,-5.2908316387033985,-3.3634633559368923,1.98983926943208,-0.7607051824164469,a
-2.9936534000018233,-4.729197483218253,-3.294845689731017,-0.6170823769627349,-0.35530987298032535,a
-4.656803540682027,-4.721535643648782,-2.253494593270092,0.33102705769412316,-0.34041772883971183,a
-3.016253404805159,-3.866430862618053,-2.9267623815424053,-0.25068890010926626,0.22488385969193747,a
-5.752011646680779,-8.1326258123124,-0.6951850460744006,1.4159489129033802,-0.2222425468559453,a
-5.449222575302922,-5.212255879797261,0.8188694627466342,2.582246438303776,1.2004099724455937,a
-2.973385873962172,-4.658141320909504,-2.306736753664394,0.4062382223386074,1.5965762622567186,a
-5.8635869146287005,-5.391227830846883,-0.7356290894000516,0.06609851923735593,-0.2597091551453682,a
-2.480631570970771,-6.555932470136257,-3.753732487035381,1.2377373745527853,0.26069071507941355,a
-5.025070779062433,-7.1311889272650095,-0.599020629952303,4.489633614037814,1.584684178955045,a
-6.405043251570967,-4.8313165560738325,0.35205486539224157,2.2235336637427157,-0.15755185414770145,a
-3.571079735522649,-5.289217186521497,-3.38142255020208,1.0889547301442788,-0.23287936724806643,a
-3.1737601072385453,-3.7393860242480037,-3.5016810484678924,0.5551777462924559,-0.4103047002368085,a
-6.7924280928508125,-6.869992190565554,0.9804738523318581,0.933792680553528,-0.010456104419628935,a
-5.509875988579994,-4.1082618704715115,1.9400312518738034,2.3798888501409015,-0.35253405747415667,a
-4.837323958613927,-7.2099179229587715,-0.6829103807319402,1.4567423095427507,0.868041479980799,a
-4.5875943022238115,-4.027822772969049,-2.4367345922641115,-1.0161336099516212,-0.22466816781853968,a
-5.312629595424297,-5.215996688367227,-2.3887547598615906,3.356730419512605,-0.15482305741102217,a
-0.9413066548145169,-5.866727037027434,-0.8490227496095284,-0.6390363366863636,0.14609137983726408,a
-7.111109553549851,-5.5715384633159415,-1.1480246620357528,1.8443348025097588,-1.5092722346874132,a
-5.189767460445272,-7.702849855818258,-0.7338599740293161,2.889249148397684,-1.1230055512648338,a
-3.3588020391183195,-4.366614373061344,-0.7360891697640848,-1.2706413941593369,0.15852355429930726,a
-6.130739101217416,-8.53155458468432,1.1998104135148733,1.3033646032622774,-0.2856722416401553,a
-2.4062944370341315,-4.498728982278726,-2.8421682542187963,-0.2198835963425829,0.32689279122172465,a
-2.9715981517051313,-2.4515678184001213,-1.5419953206324855,0.3802571149672964,0.9519844111857345,a
-6.452767773407086,-8.690191250756918,-0.6610810502908142,2.5205247718808246,-1.0548177322381973,a
-5.820955950822342,-6.502392211868442,2.7462095666414883,1.127839901156488,0.20735579645626917,a
-3.4483605443866456,-5.361573195053472,-5.170713360358875,-2.084652185584937,-0.8626375171249124,a
-4.60683251680443,-5.647218672935916,-0.07767498267982947,0.7750185757912096,-2.3931700269820597,a
-5.732980380215183,-5.967045332781772,-1.5355436135748501,1.9110224171742913,-0.7338647249474625,a
-4.8969634344592,-4.736267347569231,-0.7719817625578559,2.2012464818065185,-1.3852547358332845,a
-3.3893773906620153,-4.317961772031139,-3.1441590875160594,-2.2398288612713166,-0.13386105356128228,a
-3.7907536378653974,-4.9708086999073755,-2.3344707942690803,2.798066097176862,0.29304764756394935,a
-5.661288430163886,-6.487106627991929,1.1853509261430695,0.1280446708850512,-1.3853889179285164,a
-5.524759113241679,-5.779780606431671,-2.5032025138359635,0.7837890907562819,-1.4604900409909878,a
-6.110927142287333,-8.192953951460586,-0.029975723083383483,2.575464651354468,0.04678986533417643,a
-4.405433202567601,-2.384931416903832,-1.1984261558692377,-1.2017184599116293,-0.14625096079757657,a
-3.4456290252254593,-6.643004378925744,-3.7601850138892186,-0.7017791270815571,0.16844471571577804,a
-1.7378003297090752,-2.978781614952512,-2.710211313262016,-0.15321627815945954,-0.284114180656352,a
-5.85175210807011,-6.519461953490945,0.12523120876538454,3.0896627264039376,-0.1823160067390552,a
-2.567402915752402,-5.396759912629854,-4.937435687328264,1.2573710832396205,-0.4992817021550384,a
-5.560936113591761,-5.296242137100423,-0.01139713652735207,1.1864295015764825,-0.2780999105407127,a
