comp_1,comp_2,comp_3,label
-4.059567789601996,6.521165868183359,-1.473753738529529,a
-6.521078659073747,9.782520534478943,1.3442628807006485,a
-1.9232832215412392,8.103190324946727,-2.468737516285766,a
-2.3994999255579748,1.0923611670027438,-2.8135025331715395,a
-3.6858729109792625,3.9488847936088214,-0.5492660436679622,a
-3.3166013232515863,8.493626344366406,3.7475857438161384,a
-1.1475391034349813,1.9524714333082291,-1.650750250822039,a
-5.43926876035786,4.477159493109978,-2.203625139382084,a
-1.2474545702027078,10.289490501907695,1.8608286565838996,a
-5.576584259950864,12.207106391899146,-0.04567782928135083,a
0.943981406454581,3.7389317998688263,-3.204808310879881,a
-2.663495083958349,4.487338121407162,-0.15618295681169,a
-2.4571258694421076,1.386241318541418,-0.12727498815937321,a
-4.610910623499784,8.615626546951663,1.116375164903508,a
-4.9646277965420555,3.9503200440200863,-0.3086908811251666,a
-3.601737486443793,7.433722527283155,-0.6007074854006201,a
-4.605931013162502,7.912398819889673,1.9150567687190976,a
-5.297596411486042,4.337145246257505,-1.5891464698550313,a
-1.5425904408701148,2.8660594158515096,-1.7682549589953769,a
-2.0149568793710424,8.48524919606171,1.4615982028099532,a
-4.748134255202373,10.248830852995884,0.4339412524285527,a
-2.3326809974137634,6.773783713230789,-0.23501437210700396,a
-1.7612839264474438,12.02814704794154,3.1788885927266506,a
-3.4700299893736095,6.043284085512842,0.28726217221448114,a
-3.88500965594573,4.093963643515277,-1.5108059374867382,a
-1.0955555159176227,4.820118455511129,0.12256139228416126,a
-2.079686829332737,2.959731274239433,-3.4745721534092575,a
-3.818641399688104,4.7031024856094845,0.8064472120784375,a
-4.598448521866283,5.139449429918814,-1.3705727445483071,a
-3.6290540316800177,5.362760898749213,-2.919218780965945,a
-5.284982877636433,9.906951946480337,0.951187239088032,a
-2.1565543460323116,10.177724388921048,2.0336291709396286,a
-3.354563800330941,6.405016375016758,-1.8296208284024236,a
-2.7822897503464823,12.016905091354968,3.946101118547782,a
-4.339618906059734,5.699143209146331,-2.245011330786318,a
-1.1159163167295265,10.13585697075156,2.959557271748923,a
