comp_1,comp_2,comp_3,comp_4,label
-3.4594875128903455,-7.043909800922461,-1.822921021628503,0.5239435851126956,a
-5.67714865907739,-9.831359509501773,-0.8465354673113774,0.047209331311954345,a
-5.4181190098611465,-9.14087230383577,-1.4175403141782217,-2.186733453836391,a
-5.829255201247009,-9.592096834388643,-0.9918877098486829,-0.5971900144171344,a
-4.313246653490947,-10.039657186741797,-0.5992054303315233,-1.2042366145266927,a
-3.9330441033886565,-10.501945840405824,-2.5214319130960043,-0.03359253896372851,a
-3.638359018393853,-1.488112806895966,3.3684249634607992,1.3265681590826228,a
-4.175705272870241,-10.36497622294784,-1.3200138023043697,-4.288178877906587,a
-4.794193003986669,-9.179850382862282,-0.48109873617915316,0.3355766994371753,a
-2.1130800778274685,-9.087663497653132,0.0428921441981057,2.093495195954117,a
-2.554752254912162,-6.736235322297718,2.371254950139584,-0.9008252196175826,a
-3.8485851296709908,-8.83180128997554,0.9092312095037103,-2.0539755388763115,a
-3.445435800398626,-10.285227634445581,-1.6302896718883804,-1.5146364739802385,a
-2.05310550174225,-7.441872056209696,-0.8378471234109387,-2.7658020022662857,a
-4.802628917435595,-13.070494303390788,-5.273224344969086,-2.137525239025833,a
-3.3675083141186266,-7.540188893184936,-1.1775098006162361,-0.7147279661192548,a
-2.6236337271547407,-7.625428637083903,-0.6838689212691065,-0.43451968703972266,a
-3.368687950395207,-10.072974387406447,0.35544155877808437,-1.1392756096600236,a
-0.64003818729731,-10.419191015558873,0.7699701140190922,-0.8341226961853344,a
-2.371713927017767,-9.62535512850293,-0.28124468425905,0.3289570644285735,a
-3.2673651057979622,-10.735052379901667,-0.08086296203809133,-1.0926018666377213,a
-2.5470184187815526,-9.099121973039457,-3.0449654258950583,1.3371844800080925,a
-3.7175038074695403,-11.575044562116814,-2.7022465989664313,-0.7211772811971612,a
-4.265291492883641,-7.915541948474005,-1.2959709343696368,-1.2164679327148171,a
-3.0434342652507542,-12.16767243724885,-2.375928422727062,-1.4642843540397368,a
-3.203582440558938,-11.288806000238077,-0.6726745166729203,-0.8424111223751971,a
-2.5496396576297182,-8.357945313516264,-1.8842039790558665,0.299981848399262,a
-3.499117274348012,-12.005114507329216,-4.03786106723815,-2.0546161459700203,a
-2.5990489826977248,-10.01039094221562,-2.1325043744938905,3.0171626362195987,a
-1.885058239449799,-2.82580163922201,2.464189199631695,0.24191245683074433,a
-3.16771840925541,-5.521560853916958,0.4307341306459825,0.005923688487326394,a
-2.8493535761554063,-1.0892230491144432,1.0097761417360105,2.114914516496119,a
-1.1312601848209871,-5.311573812331514,1.1366309129202419,-0.20828489899073843,a
-2.7152223873845243,-9.318885527966351,-0.3909459914863959,1.357513686129989,a
-4.244434600518123,-7.142199180371762,1.5324950147220515,-1.6557138163389764,a
-5.421654044152191,-5.03884170387172,2.8268968994348658,-0.3219389761675117,a
-4.645680118608435,-7.800700421423114,-2.1188197228973586,-1.8818962677082578,a
-2.894353261316451,-5.628443935155501,-0.015000708734948527,-0.13845226440480368,a
-3.291488378573985,-2.851305002910661,3.5626329780893338,1.9849043705947715,a
