comp_1,comp_2,comp_3,comp_4,label
0.2454627340500186,-0.26748098003101706,-0.8096320173854774,0.07178743970207191,l
0.3060382583960434,0.0839049396181216,-1.0636040191342553,0.49252803816097024,l
0.3078995781713576,0.4404630738387729,-1.2679891230050917,-0.44779606718723425,l
0.1823049544314005,0.14844018495346972,-0.9471759873473699,-0.38403022644054213,l
0.17287766901516644,0.3594939233101185,-0.18594541420083419,0.035721489699658354,l
-0.02453832252066788,0.19863426985355123,-1.0287241407977057,0.06606765128631377,l
0.27875701117912605,-0.27479930089666166,-0.6276985150637373,0.18734794214629755,l
-0.06433419813392037,0.30044152297789434,-1.3085581473006578,-0.36805718659933845,l
0.4083327595047247,0.30450075356610684,-0.43358398057772435,-0.16994939991672967,l
0.1688400996067673,0.23682531871481774,-1.285630054254164,-0.18987554004100998,l
-0.004576290770757379,0.7475833956687568,-1.2782713192786197,-0.44876906601019606,l
0.290652396925201,-0.00500537610787398,-1.2343492817612236,0.6083752173097444,l
0.40857486840825624,0.1439888652631169,-0.9550782423394365,0.4870750943408546,l
0.2189678004433832,-0.0038944925252248712,-0.7017841132657675,0.5477614636913991,l
0.3581377817560835,0.36892721454647814,-1.4369404668442125,-0.4365470035837636,l
0.48132735154794054,0.403833833904186,-1.1881363912754956,-0.07698861169546907,l
1.1008130954965318,0.7445551933929468,-0.6115437399453828,-0.5365821279952855,l
0.16069802636084426,0.29684668092199634,-0.5532302641340351,-0.07056060573143669,l
0.6230250637523905,1.1368537669592915,-1.9118572726050522,-0.5072866404019104,l
0.8893216719441907,0.12891336749968166,-1.1962077130381228,-0.3872611672549224,l
0.25472964935897763,0.19246741658730987,-1.1447160123188984,-0.437791530575111,l
0.21315609840100577,0.4291947055210044,-1.5942004513614287,0.06259994815752519,l
0.510860738056528,0.43529806709432595,-1.8609911434323665,-0.44983103409007963,l
0.42383640922430804,-0.20290058896149785,-0.40446381893251343,0.6083303105461824,l
0.3214493361274493,-0.3391383283372811,-0.4532542731411752,0.3027607069058243,l
0.12990471827720557,0.2599627677512325,-1.2752599136347094,0.13813899336305105,l
0.19125192919955905,0.12060058153041238,-1.023067924427003,0.5455421892024632,l
0.1228243946994919,0.3899542758302252,-0.6239965352776463,-0.20924913208480206,l
1.124684587766468,0.2509341750051031,-0.9694244028367801,-0.39403642259184474,l
0.8391026933435898,0.7282498894666742,-1.4926867900385468,-0.5948734083169934,l
0.012517889267049359,0.2350937106970896,-1.4337671285725688,-0.14368682415429063,l
0.07140634282792249,0.5651880055063617,-1.1762045847345821,0.10796765772765145,l
1.161343291313459,0.3972959429030904,-1.0490644699174885,-0.10324102816195965,l
0.09743995069583385,0.4378851995889075,-0.4761808219312473,-0.21058256533650582,l
0.3212468778917442,-0.4820029285169138,-0.22137662940747466,0.4102307058356291,l
0.554566933037334,0.1522801667500774,-0.2153326186994659,0.49600141238387613,l
0.10895603479757685,0.7244122721286855,-1.5287095988814494,-0.1933738027110306,l
-0.2565788300259702,0.8454920869712177,-2.001748771523119,-0.24558745666411724,l
0.5375887957794903,1.325174394766841,-2.2154060627311494,-0.6343436193792695,l
0.6975497709802724,0.6191929705324395,-1.7034641126586676,-0.7128284642647961,l
-0.14398744501938027,0.6561012427927791,-1.7266667104266034,-0.37528582341949085,l
0.9053222419476794,0.6681085610366828,-2.3033480466707816,-0.5664332605625996,l
0.5731896014813287,1.2437444313396757,-2.057772125632103,-0.7711674227468241,l
0.11607211673031445,0.7307519255053819,-1.3652359171676622,-0.2876707283433769,l
0.29902683420942827,1.0396077960764503,-1.7935756629577544,-0.5218359333925683,l
0.9856548366697683,1.1222705964581283,-1.743198589511831,-0.13831846645236814,l
0.6609086917293574,1.1796884029243242,-2.2729890021459807,-0.44918702787444614,l
0.6140819309953618,0.0636255681165773,-0.21966928724299958,-0.041968163800925065,l
0.7640912484405453,1.044684217850455,-2.0683193481927264,-0.8691740244758918,l
-0.0397676760677147,0.9178481067184905,-1.7504661350658801,-0.26031020192335974,l
0.3155808173482526,0.44757566431414775,-1.0851997147623549,0.23954258500769032,l
0.6321760047599337,0.7064036782461887,-1.2931267650034406,-0.24691028221734831,l
1.2589832722985983,0.5376303222602353,-1.9879987141833473,-0.2592944523611037,l
-0.08804550801428125,0.5333781643384076,-0.6765837297877318,0.2409402535760333,l
-0.11530806874634461,0.3766304483669043,-1.5981935020737306,-0.7125120141004015,l
0.5740795975305565,0.6254071968840007,-1.195962995123215,-0.01746203891139901,l
0.8862039765550715,0.5481184682049873,-1.6445916916838512,-0.0328088912099202,l
0.1785068034298256,0.45248003294016287,-0.9981001732201014,0.2013067577726949,l
0.05328942363270552,0.5648826666026654,-1.2388964338923376,-0.35250375130281797,l
0.4891121222604271,0.29037554175575075,-1.3821692755691384,0.4879799456787279,l
0.7254449297709298,0.33721925131705893,-0.7371164437709614,-0.08995582329479848,l
0.3088886777078672,0.3426907989301761,-0.7720796206094964,-0.16686061759674628,l
0.9627155022880026,0.10526731805484603,-1.196365889190482,-0.43875002807802654,l
0.26181745323428623,0.606693291184617,-1.3558440240069156,-0.28596079662128027,l
0.06827124971784508,0.008393612155412076,-1.0820325039261438,-0.19303541022607318,l
0.8697970461298195,0.40281733017991395,-1.0145966932623207,-0.5949976714573958,l
0.9819139198251726,0.9567654298967171,-1.6191940645945255,-0.711752980410543,l
0.7647558525058239,1.4013584743919587,-2.7850203026986775,-0.9878225945867855,l
1.3603989148584272,0.6384295025371647,-1.2196978041590851,-0.1443956702097727,l
0.6103212968038857,1.1168386953909395,-2.1467362514435986,-0.5832889313770679,l
1.1280479302890163,-0.37120793794962537,-1.5909779257086059,-0.7800372759635122,l
0.1703849367502946,-0.0301850135144271,-1.2721058362988176,0.17661759775760236,l
0.4512511035182226,-0.04589743605456177,-0.5819497927805078,0.45594716104946165,l
0.47031559723087407,0.7361760363538721,-1.6958394690359198,-0.6609616645142016,l
0.85098371750381,0.3646692763155158,-1.2864223168216065,-0.6700600636300031,l
1.029229990930987,0.36642890960860713,-1.3682155962854385,-0.7483524706315151,l
0.49927768129694017,0.39641941795029795,-0.6576033933890878,0.2295136306340445,l
0.5699217473090534,0.34758288543591526,-2.1852683060776563,-0.08334545818972378,l
0.8286192899510331,1.002059844163623,-1.8783628476042324,-0.6302938067404864,l
0.8555308668593089,1.3773032641497305,-2.699957915557841,-0.723543606037571,l
0.10757228206038365,0.41634547472599115,-0.827991793268563,-0.212552029717574,l
0.06413656132588257,0.13864898879461213,-0.8778152440287108,-0.3295989397356789,l
-0.09655597516597252,0.31062394988920694,-1.1357353879460697,-0.12080216315218074,l
0.7930412035984752,1.0788138163840828,-2.0929927726038726,-0.6631798527510541,l
0.8881886804645885,1.1618211486096108,-1.866116615830438,-0.6024185245523257,l
0.9159962107890294,0.8343680292042388,-1.3323417428563178,-0.33211056774476067,l
0.25159251795343757,-0.09350889502775638,-0.2383075635941561,-0.07551779998550275,l
-0.2655818827339934,0.8443841037042282,-1.7148983039608905,-0.527075169423339,l
0.26304623003403127,-0.13713069625476235,-0.5736776671494838,0.43639212855226983,l
-0.0035992479708601244,0.026057226194442954,-0.7713207538551379,-0.41701493462872086,l
0.3975773321665996,0.5274446470120718,-1.1950207930218757,-0.4044924233826645,l
0.01700446067775808,0.6464877041076486,-2.1113706655300053,0.10120092837398575,l
-0.010937330891972687,0.5044914129252128,-0.851824659682084,0.6636334559942495,l
0.05102553390717853,-0.07848021706242644,-0.9481484791094027,0.18571671975238602,l
1.0063785070448872,0.19395884439761277,-1.3497255733002724,-0.08737458371771067,l
0.5357937856541103,0.4623266092091549,-1.5384463950370817,-0.2040602222944535,l
0.1920828605977303,0.34697737642643384,-1.2454196828496664,-0.34348121955353605,l
0.719361077420701,0.5742230221501696,-1.8070292442749492,-0.3418825314940551,l
0.43332540759472715,0.10899886393109089,-1.0900174965800276,0.31594082965344844,l
0.7411581674181553,0.7220641335235701,-1.1317102286620304,0.06334568545628684,l
0.0844358725329346,-0.3302936748073394,-0.38887374328910435,-0.05954238663377793,l
0.7567200749484649,0.8248800853753876,-2.3676958457980577,-0.14461496348565528,l
-0.047831906920935405,0.2833366843717644,-0.7468792700382147,-0.039139858750324455,l
0.2518277761101682,-0.2188284789183386,0.009539136242263322,0.5162148526311371,l
0.6963770758556104,0.1168003644747251,-0.48170393443903686,0.6255926672355818,l
0.343850758345386,-0.11254874668922037,-0.5008855150494894,0.6849293626176567,l
0.9760265785587494,0.5907325896665326,-1.4032573465189089,0.18492889994210387,l
0.07172965635545965,0.6196976170391835,-1.8083069866392085,-0.06241133526923078,l
0.8587324519607618,1.0986794529544421,-2.2119695056919957,-1.0256265038916583,l
0.7228075209826241,0.45979788392553184,-1.4074517714568402,-0.5059213884436173,l
-0.06849527291756881,1.0325778192604753,-1.710435758673279,0.023321808422984643,l
0.6994425894068242,0.6267613546597873,-0.47118720012904913,-0.057955341161925376,l
1.3685747059143742,-0.024968876273837565,-1.2185512640339582,-0.4875938359156218,l
0.3135359691006097,0.2697737361859637,-0.9898118033599096,0.015577669085530854,l
1.0317245579069487,1.0500841873062363,-2.1002254294462817,-0.7120870608894538,l
-0.21285968401372288,0.7046886222300973,-2.229944988786966,-0.7706946227075837,l
0.7354674303781878,-0.08458395769079319,-1.4674051079078418,-0.5084362508383241,l
